movies_title(3, FourRooms1995)
ratings_id_movie(551, 802)
ratings_id_movie(703, 222)
ratings_id_movie(535, 319)
ratings_id_movie(650, 228)
ratings_id_movie(470, 9)
ratings_id_movie(727, 658)
ratings_id_movie(780, 172)
ratings_id_movie(861, 170)
ratings_id_movie(334, 154)
ratings_id_movie(625, 603)
ratings_id_movie(632, 684)
ratings_id_movie(694, 228)
ratings_id_movie(94, 69)
ratings_id_movie(334, 171)
ratings_id_movie(221, 121)
ratings_id_movie(548, 156)
ratings_id_movie(679, 196)
ratings_id_movie(830, 227)
ratings_id_movie(249, 2)
ratings_id_movie(798, 29)
ratings_id_movie(548, 595)
ratings_id_movie(246, 1039)
ratings_id_movie(705, 550)
ratings_id_movie(202, 195)
ratings_id_movie(843, 152)
ratings_id_movie(774, 357)
ratings_id_movie(319, 682)
ratings_id_movie(645, 660)
ratings_id_movie(731, 945)
ratings_id_movie(610, 210)
ratings_id_movie(300, 1094)
ratings_id_movie(572, 124)
ratings_id_movie(786, 191)
ratings_id_movie(434, 628)
ratings_id_movie(711, 568)
ratings_id_movie(276, 1000)
ratings_id_movie(225, 603)
ratings_id_movie(363, 120)
ratings_id_movie(267, 239)
ratings_id_movie(334, 1226)
ratings_id_movie(276, 783)
ratings_id_movie(246, 174)
ratings_id_movie(588, 51)
ratings_id_movie(825, 741)
ratings_id_movie(119, 259)
ratings_id_movie(707, 902)
ratings_id_movie(770, 288)
ratings_id_movie(434, 287)
ratings_id_movie(843, 159)
ratings_id_movie(506, 168)
ratings_id_movie(765, 286)
ratings_id_movie(151, 208)
ratings_id_movie(610, 183)
ratings_id_movie(378, 77)
ratings_id_movie(497, 195)
ratings_id_movie(788, 983)
ratings_id_movie(530, 195)
ratings_id_movie(767, 506)
ratings_id_movie(221, 1437)
ratings_id_movie(659, 524)
ratings_id_movie(704, 657)
ratings_id_movie(848, 615)
ratings_id_movie(455, 289)
ratings_id_movie(833, 928)
ratings_id_movie(523, 1014)
ratings_id_movie(330, 202)
ratings_id_movie(269, 181)
ratings_id_movie(117, 265)
ratings_id_movie(500, 69)
ratings_id_movie(389, 42)
ratings_id_movie(854, 925)
ratings_id_movie(355, 306)
ratings_id_movie(407, 98)
ratings_id_movie(788, 121)
ratings_id_movie(396, 597)
ratings_id_movie(796, 615)
ratings_id_movie(562, 435)
ratings_id_movie(804, 403)
ratings_id_movie(338, 523)
ratings_id_movie(701, 50)
ratings_id_movie(110, 12)
ratings_id_movie(798, 940)
ratings_id_movie(276, 820)
ratings_id_movie(639, 83)
ratings_id_movie(343, 234)
ratings_id_movie(65, 356)
ratings_id_movie(786, 15)
ratings_id_movie(682, 576)
ratings_id_movie(648, 931)
ratings_id_movie(707, 498)
ratings_id_movie(857, 321)
ratings_id_movie(773, 14)
ratings_id_movie(757, 333)
ratings_id_movie(750, 881)
ratings_id_movie(864, 273)
ratings_id_movie(591, 428)
ratings_id_movie(618, 283)
ratings_id_movie(796, 381)
ratings_id_movie(158, 232)
ratings_id_movie(624, 295)
ratings_id_movie(686, 181)
ratings_id_movie(592, 194)
ratings_id_movie(537, 464)
ratings_id_movie(504, 773)
ratings_id_movie(532, 1016)
ratings_id_movie(679, 70)
ratings_id_movie(269, 451)
ratings_id_movie(320, 240)
ratings_id_movie(537, 213)
ratings_id_movie(795, 831)
ratings_id_movie(498, 1073)
ratings_id_movie(843, 403)
ratings_id_movie(870, 517)
ratings_id_movie(804, 209)
ratings_id_movie(535, 64)
ratings_id_movie(305, 486)
ratings_id_movie(843, 449)
ratings_id_movie(48, 524)
ratings_id_movie(592, 597)
ratings_id_movie(293, 97)
ratings_id_movie(828, 1073)
ratings_id_movie(634, 477)
ratings_id_movie(820, 289)
ratings_id_movie(825, 1291)
ratings_id_movie(843, 227)
ratings_id_movie(682, 959)
ratings_id_movie(843, 205)
ratings_id_movie(796, 603)
ratings_id_movie(472, 33)
ratings_id_movie(671, 31)
ratings_id_movie(774, 254)
ratings_id_movie(236, 655)
ratings_id_movie(772, 313)
ratings_id_movie(660, 168)
ratings_id_movie(527, 211)
ratings_id_movie(788, 370)
ratings_id_movie(372, 44)
ratings_id_movie(577, 307)
ratings_id_movie(642, 765)
ratings_id_movie(659, 204)
ratings_id_movie(450, 1303)
ratings_id_movie(843, 151)
ratings_id_movie(686, 12)
ratings_id_movie(588, 173)
ratings_id_movie(324, 270)
ratings_id_movie(817, 15)
ratings_id_movie(233, 121)
ratings_id_movie(541, 676)
ratings_id_movie(579, 582)
ratings_id_movie(586, 121)
ratings_id_movie(858, 286)
ratings_id_movie(778, 496)
ratings_id_movie(707, 224)
ratings_id_movie(828, 301)
ratings_id_movie(600, 195)
ratings_id_movie(830, 696)
ratings_id_movie(268, 259)
ratings_id_movie(527, 286)
ratings_id_movie(87, 27)
ratings_id_movie(393, 139)
ratings_id_movie(634, 1335)
ratings_id_movie(45, 151)
ratings_id_movie(682, 1090)
ratings_id_movie(495, 144)
ratings_id_movie(301, 323)
ratings_id_movie(868, 398)
ratings_id_movie(271, 40)
ratings_id_movie(712, 955)
ratings_id_movie(104, 127)
ratings_id_movie(497, 97)
ratings_id_movie(698, 283)
ratings_id_movie(829, 339)
ratings_id_movie(64, 751)
ratings_id_movie(49, 328)
ratings_id_movie(818, 1105)
ratings_id_movie(462, 136)
ratings_id_movie(848, 480)
ratings_id_movie(542, 523)
ratings_id_movie(761, 222)
ratings_id_movie(276, 7)
ratings_id_movie(115, 741)
ratings_id_movie(416, 509)
ratings_id_movie(796, 974)
ratings_id_movie(532, 310)
ratings_id_movie(411, 222)
ratings_id_movie(761, 1014)
ratings_id_movie(757, 205)
ratings_id_movie(281, 342)
ratings_id_movie(22, 228)
ratings_id_movie(848, 207)
ratings_id_movie(665, 1061)
ratings_id_movie(825, 472)
ratings_id_movie(394, 216)
ratings_id_movie(271, 591)
ratings_id_movie(495, 202)
ratings_id_movie(727, 159)
ratings_id_movie(293, 285)
ratings_id_movie(472, 562)
ratings_id_movie(588, 941)
ratings_id_movie(472, 260)
ratings_id_movie(854, 79)
ratings_id_movie(62, 708)
ratings_id_movie(825, 924)
ratings_id_movie(532, 483)
ratings_id_movie(303, 773)
ratings_id_movie(569, 1197)
ratings_id_movie(838, 223)
ratings_id_movie(562, 144)
ratings_id_movie(830, 651)
ratings_id_movie(445, 689)
ratings_id_movie(830, 183)
ratings_id_movie(498, 229)
ratings_id_movie(631, 307)
ratings_id_movie(279, 44)
ratings_id_movie(389, 301)
ratings_id_movie(59, 290)
ratings_id_movie(468, 180)
ratings_id_movie(684, 395)
ratings_id_movie(786, 199)
ratings_id_movie(385, 1017)
ratings_id_movie(674, 315)
ratings_id_movie(215, 88)
ratings_id_movie(811, 294)
ratings_id_movie(694, 489)
ratings_id_movie(683, 911)
ratings_id_movie(269, 464)
ratings_id_movie(541, 38)
ratings_id_movie(269, 121)
ratings_id_movie(648, 546)
ratings_id_movie(79, 340)
ratings_id_movie(378, 13)
ratings_id_movie(89, 236)
ratings_id_movie(221, 651)
ratings_id_movie(870, 952)
ratings_id_movie(332, 1042)
ratings_id_movie(854, 255)
ratings_id_movie(854, 291)
ratings_id_movie(798, 576)
ratings_id_movie(773, 204)
ratings_id_movie(864, 168)
ratings_id_movie(773, 47)
ratings_id_movie(196, 173)
ratings_id_movie(852, 257)
ratings_id_movie(875, 772)
ratings_id_movie(500, 300)
ratings_id_movie(592, 730)
ratings_id_movie(503, 744)
ratings_id_movie(560, 1021)
ratings_id_movie(664, 717)
ratings_id_movie(660, 100)
ratings_id_movie(141, 255)
ratings_id_movie(707, 1311)
ratings_id_movie(137, 1028)
ratings_id_movie(32, 298)
ratings_id_movie(642, 96)
ratings_id_movie(661, 189)
ratings_id_movie(727, 403)
ratings_id_movie(343, 189)
ratings_id_movie(661, 215)
ratings_id_movie(821, 181)
ratings_id_movie(648, 22)
ratings_id_movie(727, 156)
ratings_id_movie(254, 62)
ratings_id_movie(605, 126)
ratings_id_movie(710, 654)
ratings_id_movie(303, 833)
ratings_id_movie(104, 272)
ratings_id_movie(497, 167)
ratings_id_movie(492, 193)
ratings_id_movie(838, 1115)
ratings_id_movie(592, 132)
ratings_id_movie(553, 153)
ratings_id_movie(415, 531)
ratings_id_movie(682, 257)
ratings_id_movie(731, 56)
ratings_id_movie(768, 252)
ratings_id_movie(694, 528)
ratings_id_movie(710, 269)
ratings_id_movie(650, 187)
ratings_id_movie(694, 230)
ratings_id_movie(774, 4)
ratings_id_movie(794, 24)
ratings_id_movie(416, 553)
ratings_id_movie(565, 462)
ratings_id_movie(694, 496)
ratings_id_movie(711, 191)
ratings_id_movie(21, 260)
ratings_id_movie(344, 311)
ratings_id_movie(683, 915)
ratings_id_movie(521, 298)
ratings_id_movie(606, 196)
ratings_id_movie(539, 372)
ratings_id_movie(796, 815)
ratings_id_movie(160, 1134)
ratings_id_movie(476, 294)
ratings_id_movie(334, 896)
ratings_id_movie(705, 118)
ratings_id_movie(429, 483)
ratings_id_movie(453, 196)
ratings_id_movie(716, 478)
ratings_id_movie(758, 202)
ratings_id_movie(582, 151)
ratings_id_movie(323, 993)
ratings_id_movie(821, 174)
ratings_id_movie(727, 866)
ratings_id_movie(872, 332)
ratings_id_movie(160, 150)
ratings_id_movie(829, 1018)
ratings_id_movie(472, 215)
ratings_id_movie(264, 186)
ratings_id_movie(627, 205)
ratings_id_movie(280, 72)
ratings_id_movie(714, 763)
ratings_id_movie(200, 742)
ratings_id_movie(467, 1012)
ratings_id_movie(32, 268)
ratings_id_movie(829, 512)
ratings_id_movie(654, 195)
ratings_id_movie(757, 684)
ratings_id_movie(758, 554)
ratings_id_movie(151, 302)
ratings_id_movie(579, 204)
ratings_id_movie(534, 105)
ratings_id_movie(276, 148)
ratings_id_movie(442, 55)
ratings_id_movie(804, 678)
ratings_id_movie(788, 204)
ratings_id_movie(426, 653)
ratings_id_movie(303, 1034)
ratings_id_movie(791, 286)
ratings_id_movie(246, 1135)
ratings_id_movie(558, 286)
ratings_id_movie(864, 708)
ratings_id_movie(668, 124)
ratings_id_movie(843, 416)
ratings_id_movie(521, 742)
ratings_id_movie(347, 369)
ratings_id_movie(660, 29)
ratings_id_movie(659, 58)
ratings_id_movie(450, 332)
ratings_id_movie(574, 262)
ratings_id_movie(620, 769)
ratings_id_movie(875, 169)
ratings_id_movie(795, 756)
ratings_id_movie(279, 22)
ratings_id_movie(624, 248)
ratings_id_movie(536, 164)
ratings_id_movie(684, 151)
ratings_id_movie(279, 1178)
ratings_id_movie(804, 259)
ratings_id_movie(262, 367)
ratings_id_movie(853, 748)
ratings_id_movie(407, 508)
ratings_id_movie(679, 184)
ratings_id_movie(201, 93)
ratings_id_movie(694, 449)
ratings_id_movie(279, 257)
ratings_id_movie(452, 132)
ratings_id_movie(627, 176)
ratings_id_movie(692, 1054)
ratings_id_movie(527, 197)
ratings_id_movie(682, 255)
ratings_id_movie(694, 429)
ratings_id_movie(497, 1077)
ratings_id_movie(645, 673)
ratings_id_movie(854, 318)
ratings_id_movie(716, 651)
ratings_id_movie(868, 738)
ratings_id_movie(727, 783)
ratings_id_movie(650, 509)
ratings_id_movie(429, 729)
ratings_id_movie(276, 257)
ratings_id_movie(285, 194)
ratings_id_movie(767, 657)
ratings_id_movie(828, 1196)
ratings_id_movie(397, 390)
ratings_id_movie(796, 249)
ratings_id_movie(833, 208)
ratings_id_movie(868, 562)
ratings_id_movie(707, 1251)
ratings_id_movie(828, 874)
ratings_id_movie(506, 90)
ratings_id_movie(777, 117)
ratings_id_movie(631, 338)
ratings_id_movie(470, 286)
ratings_id_movie(710, 204)
ratings_id_movie(393, 496)
ratings_id_movie(864, 208)
ratings_id_movie(868, 206)
ratings_id_movie(560, 132)
ratings_id_movie(104, 895)
ratings_id_movie(409, 216)
ratings_id_movie(864, 1446)
ratings_id_movie(297, 92)
ratings_id_movie(692, 845)
ratings_id_movie(642, 165)
ratings_id_movie(393, 206)
ratings_id_movie(794, 847)
ratings_id_movie(864, 566)
ratings_id_movie(102, 117)
ratings_id_movie(854, 287)
ratings_id_movie(825, 742)
ratings_id_movie(624, 268)
ratings_id_movie(833, 191)
ratings_id_movie(397, 195)
ratings_id_movie(781, 64)
ratings_id_movie(803, 690)
ratings_id_movie(798, 52)
ratings_id_movie(486, 235)
ratings_id_movie(800, 864)
ratings_id_movie(650, 430)
ratings_id_movie(391, 9)
ratings_id_movie(804, 105)
ratings_id_movie(757, 38)
ratings_id_movie(537, 1475)
ratings_id_movie(230, 135)
ratings_id_movie(13, 748)
ratings_id_movie(402, 628)
ratings_id_movie(711, 173)
ratings_id_movie(707, 419)
ratings_id_movie(798, 118)
ratings_id_movie(818, 286)
ratings_id_movie(493, 462)
ratings_id_movie(425, 82)
ratings_id_movie(748, 250)
ratings_id_movie(701, 272)
ratings_id_movie(618, 471)
ratings_id_movie(803, 887)
ratings_id_movie(148, 190)
ratings_id_movie(416, 1428)
ratings_id_movie(380, 356)
ratings_id_movie(758, 732)
ratings_id_movie(343, 568)
ratings_id_movie(818, 328)
ratings_id_movie(804, 739)
ratings_id_movie(642, 554)
ratings_id_movie(73, 683)
ratings_id_movie(821, 118)
ratings_id_movie(745, 531)
ratings_id_movie(264, 98)
ratings_id_movie(712, 243)
ratings_id_movie(654, 210)
ratings_id_movie(94, 959)
ratings_id_movie(280, 584)
ratings_id_movie(811, 748)
ratings_id_movie(634, 283)
ratings_id_movie(537, 97)
ratings_id_movie(429, 163)
ratings_id_movie(870, 481)
ratings_id_movie(568, 1286)
ratings_id_movie(648, 678)
ratings_id_movie(853, 326)
ratings_id_movie(843, 265)
ratings_id_movie(453, 184)
ratings_id_movie(868, 1480)
ratings_id_movie(682, 455)
ratings_id_movie(707, 8)
ratings_id_movie(800, 457)
ratings_id_movie(804, 125)
ratings_id_movie(542, 959)
ratings_id_movie(320, 27)
ratings_id_movie(861, 294)
ratings_id_movie(796, 291)
ratings_id_movie(523, 508)
ratings_id_movie(746, 578)
ratings_id_movie(363, 719)
ratings_id_movie(727, 2)
ratings_id_movie(87, 692)
ratings_id_movie(786, 283)
ratings_id_movie(844, 627)
ratings_id_movie(799, 499)
ratings_id_movie(741, 288)
ratings_id_movie(857, 898)
ratings_id_movie(774, 234)
ratings_id_movie(59, 15)
ratings_id_movie(495, 173)
ratings_id_movie(618, 151)
ratings_id_movie(692, 249)
ratings_id_movie(293, 693)
ratings_id_movie(472, 358)
ratings_id_movie(13, 371)
ratings_id_movie(99, 116)
ratings_id_movie(450, 3)
ratings_id_movie(295, 735)
ratings_id_movie(95, 51)
ratings_id_movie(577, 399)
ratings_id_movie(666, 284)
ratings_id_movie(796, 313)
ratings_id_movie(303, 479)
ratings_id_movie(606, 735)
ratings_id_movie(493, 168)
ratings_id_movie(843, 603)
ratings_id_movie(642, 13)
ratings_id_movie(873, 292)
ratings_id_movie(327, 257)
ratings_id_movie(565, 165)
ratings_id_movie(70, 229)
ratings_id_movie(731, 478)
ratings_id_movie(712, 378)
ratings_id_movie(792, 1015)
ratings_id_movie(496, 743)
ratings_id_movie(586, 809)
ratings_id_movie(493, 182)
ratings_id_movie(158, 1047)
ratings_id_movie(378, 173)
ratings_id_movie(843, 655)
ratings_id_movie(268, 79)
ratings_id_movie(326, 449)
ratings_id_movie(548, 343)
ratings_id_movie(779, 243)
ratings_id_movie(436, 204)
ratings_id_movie(794, 751)
ratings_id_movie(821, 64)
ratings_id_movie(593, 276)
ratings_id_movie(17, 475)
ratings_id_movie(827, 331)
ratings_id_movie(731, 132)
ratings_id_movie(661, 300)
ratings_id_movie(393, 181)
ratings_id_movie(496, 288)
ratings_id_movie(497, 393)
ratings_id_movie(784, 312)
ratings_id_movie(787, 347)
ratings_id_movie(817, 281)
ratings_id_movie(117, 11)
ratings_id_movie(843, 208)
ratings_id_movie(833, 151)
ratings_id_movie(537, 970)
ratings_id_movie(383, 180)
ratings_id_movie(592, 469)
ratings_id_movie(843, 288)
ratings_id_movie(593, 157)
ratings_id_movie(864, 693)
ratings_id_movie(662, 285)
ratings_id_movie(378, 317)
ratings_id_movie(506, 430)
ratings_id_movie(307, 505)
ratings_id_movie(59, 466)
ratings_id_movie(659, 4)
ratings_id_movie(305, 863)
ratings_id_movie(389, 477)
ratings_id_movie(828, 923)
ratings_id_movie(291, 631)
ratings_id_movie(469, 65)
ratings_id_movie(731, 480)
ratings_id_movie(641, 305)
ratings_id_movie(561, 952)
ratings_id_movie(530, 100)
ratings_id_movie(716, 492)
ratings_id_movie(535, 215)
ratings_id_movie(609, 259)
ratings_id_movie(727, 178)
ratings_id_movie(684, 435)
ratings_id_movie(532, 226)
ratings_id_movie(392, 181)
ratings_id_movie(144, 248)
ratings_id_movie(452, 472)
ratings_id_movie(758, 508)
ratings_id_movie(757, 128)
ratings_id_movie(772, 327)
ratings_id_movie(393, 58)
ratings_id_movie(537, 26)
ratings_id_movie(741, 215)
ratings_id_movie(791, 269)
ratings_id_movie(804, 925)
ratings_id_movie(795, 265)
ratings_id_movie(486, 264)
ratings_id_movie(533, 824)
ratings_id_movie(118, 172)
ratings_id_movie(710, 720)
ratings_id_movie(748, 699)
ratings_id_movie(864, 227)
ratings_id_movie(548, 346)
ratings_id_movie(262, 65)
ratings_id_movie(43, 122)
ratings_id_movie(450, 717)
ratings_id_movie(796, 807)
ratings_id_movie(291, 158)
ratings_id_movie(776, 135)
ratings_id_movie(852, 151)
ratings_id_movie(523, 95)
ratings_id_movie(880, 386)
ratings_id_movie(622, 100)
ratings_id_movie(561, 426)
ratings_id_movie(466, 288)
ratings_id_movie(13, 323)
ratings_id_movie(569, 300)
ratings_id_movie(796, 315)
ratings_id_movie(878, 283)
ratings_id_movie(757, 326)
ratings_id_movie(625, 286)
ratings_id_movie(740, 300)
ratings_id_movie(49, 209)
ratings_id_movie(7, 9)
ratings_id_movie(665, 685)
ratings_id_movie(796, 218)
ratings_id_movie(569, 284)
ratings_id_movie(421, 879)
ratings_id_movie(828, 347)
ratings_id_movie(290, 692)
ratings_id_movie(684, 365)
ratings_id_movie(528, 541)
ratings_id_movie(833, 50)
ratings_id_movie(194, 211)
ratings_id_movie(184, 56)
ratings_id_movie(385, 512)
ratings_id_movie(714, 405)
ratings_id_movie(622, 866)
ratings_id_movie(606, 537)
ratings_id_movie(435, 476)
ratings_id_movie(379, 257)
ratings_id_movie(792, 7)
ratings_id_movie(870, 642)
ratings_id_movie(393, 373)
ratings_id_movie(880, 824)
ratings_id_movie(51, 50)
ratings_id_movie(661, 144)
ratings_id_movie(295, 227)
ratings_id_movie(473, 242)
ratings_id_movie(532, 107)
ratings_id_movie(828, 730)
ratings_id_movie(450, 557)
ratings_id_movie(13, 382)
ratings_id_movie(378, 566)
ratings_id_movie(711, 58)
ratings_id_movie(795, 1052)
ratings_id_movie(524, 132)
ratings_id_movie(574, 883)
ratings_id_movie(498, 656)
ratings_id_movie(869, 412)
ratings_id_movie(880, 307)
ratings_id_movie(833, 328)
ratings_id_movie(271, 313)
ratings_id_movie(746, 230)
ratings_id_movie(848, 204)
ratings_id_movie(642, 423)
ratings_id_movie(236, 88)
ratings_id_movie(595, 544)
ratings_id_movie(868, 568)
ratings_id_movie(29, 312)
ratings_id_movie(627, 521)
ratings_id_movie(479, 546)
ratings_id_movie(664, 1101)
ratings_id_movie(17, 243)
ratings_id_movie(642, 949)
ratings_id_movie(848, 318)
ratings_id_movie(537, 52)
ratings_id_movie(878, 582)
ratings_id_movie(804, 584)
ratings_id_movie(792, 282)
ratings_id_movie(623, 211)
ratings_id_movie(210, 1028)
ratings_id_movie(786, 172)
ratings_id_movie(737, 156)
ratings_id_movie(642, 843)
ratings_id_movie(450, 218)
ratings_id_movie(606, 168)
ratings_id_movie(314, 997)
ratings_id_movie(640, 428)
ratings_id_movie(786, 7)
ratings_id_movie(648, 1228)
ratings_id_movie(532, 1092)
ratings_id_movie(844, 553)
ratings_id_movie(435, 665)
ratings_id_movie(833, 657)
ratings_id_movie(664, 319)
ratings_id_movie(829, 13)
ratings_id_movie(595, 293)
ratings_id_movie(389, 847)
ratings_id_movie(301, 481)
ratings_id_movie(870, 566)
ratings_id_movie(257, 921)
ratings_id_movie(813, 342)
ratings_id_movie(394, 22)
ratings_id_movie(682, 1035)
ratings_id_movie(642, 94)
ratings_id_movie(314, 150)
ratings_id_movie(447, 293)
ratings_id_movie(551, 518)
ratings_id_movie(791, 319)
ratings_id_movie(551, 1059)
ratings_id_movie(727, 483)
ratings_id_movie(450, 223)
ratings_id_movie(577, 54)
ratings_id_movie(292, 117)
ratings_id_movie(334, 1074)
ratings_id_movie(774, 650)
ratings_id_movie(830, 613)
ratings_id_movie(654, 332)
ratings_id_movie(435, 572)
ratings_id_movie(686, 467)
ratings_id_movie(291, 977)
ratings_id_movie(880, 299)
ratings_id_movie(821, 126)
ratings_id_movie(622, 206)
ratings_id_movie(535, 83)
ratings_id_movie(804, 1188)
ratings_id_movie(237, 174)
ratings_id_movie(328, 58)
ratings_id_movie(450, 499)
ratings_id_movie(880, 398)
ratings_id_movie(682, 185)
ratings_id_movie(665, 926)
ratings_id_movie(828, 903)
ratings_id_movie(262, 496)
ratings_id_movie(151, 4)
ratings_id_movie(566, 273)
ratings_id_movie(334, 707)
ratings_id_movie(276, 80)
ratings_id_movie(279, 29)
ratings_id_movie(62, 952)
ratings_id_movie(703, 235)
ratings_id_movie(200, 245)
ratings_id_movie(87, 451)
ratings_id_movie(787, 690)
ratings_id_movie(843, 578)
ratings_id_movie(864, 54)
ratings_id_movie(830, 126)
ratings_id_movie(537, 490)
ratings_id_movie(684, 225)
ratings_id_movie(524, 508)
ratings_id_movie(477, 20)
ratings_id_movie(498, 150)
ratings_id_movie(236, 370)
ratings_id_movie(345, 737)
ratings_id_movie(804, 222)
ratings_id_movie(698, 433)
ratings_id_movie(407, 45)
ratings_id_movie(741, 475)
ratings_id_movie(880, 232)
ratings_id_movie(271, 51)
ratings_id_movie(372, 678)
ratings_id_movie(37, 230)
ratings_id_movie(487, 66)
ratings_id_movie(622, 41)
ratings_id_movie(392, 313)
ratings_id_movie(694, 127)
ratings_id_movie(757, 566)
ratings_id_movie(825, 1117)
ratings_id_movie(822, 333)
ratings_id_movie(269, 232)
ratings_id_movie(632, 174)
ratings_id_movie(450, 173)
ratings_id_movie(642, 166)
ratings_id_movie(796, 717)
ratings_id_movie(411, 9)
ratings_id_movie(252, 224)
ratings_id_movie(59, 472)
